Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2021;;;;;;;;;;;;
Ano de Lançamento;CPB;Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF2;Distribuidora;Máximo de Salas;Público;Renda (R$)
2015;B1302041500000;Os Últimos Cangaceiros;Wolney Oliveira;Documentário;Bucanero Filmes;CE;Corte Seco Filmes;CE;Imovision;8;4308;43907,16
2015;B1500823700000;Osvaldão;Ana Petta/André Michiles/Fábio Bardella/Vandré Fernandes;Documentário;Fundação Maurício Grabois;SP;Clementina Filmes/Estrangeira Filmes;SP/SP;Fundação Maurício Grabois;2;442;6209,72
2015;B1402408400000;Ouro, Suor E Lágrimas;Helena Sroulevich;Documentário;Caribe;RJ;-;-;Lagoa Filmes;18;3119;43810,37
2015;B1402089400000;Passarinho Lá De Nova Iorque;Murilo Salles;Documentário;Cinema Brasil Digital;RJ;-;-;Nossa Distribuidora;7;60;637,25
2015;B1301942700000;Pauê - O Passo De Um Vencedor;Alessandra Pereira/Fabio Cappellini;Documentário;Um Mais Um - Comunicação Em Imagem;SP;-;-;Raiz Distribuidora;4;338;2018
2015;B1500592000000;Paysandú 100 Anos De Payxão;Eduardo Albergaria/Gustavo Godinho/Leonardo Edde/Marco André/Priscilla Brasil;Documentário;Urca Filmes;RJ;Parioca Filmes/Greenvision;PA/PA;Urca Filme;4;11965;178508,09
2015;B1500339400000;Pequeno Dicionário Amoroso 2;Mauro Farias/Sandra Werneck;Ficção;Cineluz Produções;RJ;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Downtown/Paris;56;16627;245948,16
2015;B1402122500000;Periscópio;Kiko Goifman;Ficção;Paleo Tv;SP;-;-;Vitrine Filmes;8;1461;13035,68
2015;B1500189400000;Permanência;Leonardo Lacca;Ficção;Cinemascópio;PE;Trincheira Filmes;PE;Vitrine Filmes;27;11163;102727,36
2015;B1500689300000;Piadeiros;Gustavo Rosa De Moura;Documentário;Mira Filmes;SP;-;-;Espaço Filmes;11;687;8608,79
2015;B1500138300000;Ponte Aérea;Júlia Rezende;Ficção;Morena Filmes;RJ;-;-;Downtown/Paris;56;34566;477345,14
2015;B1500309900000;Qualquer Gato Vira-Lata 2;Marcelo Antunez/Roberto Santucci;Ficção;Tietê Produções;RJ;Raiz Produções/Telecine;SP/RJ;Downtown/Paris;551;807827;10017232,88
2015;B1301916500000;Quase Samba;Ricardo Targino;Ficção;Bananeira Filmes;RJ;Filmes De Arruaça;RJ;Vitrine Filmes;13;622;4937
2015;B1500585100000;Que Horas Ela Volta?;Anna Muylaert;Ficção;África Filmes/Gullane;SP/SP;Globo Filmes/Guel Produtora;RJ/RJ;Pandora Filmes;177;493568;6881157,79
2015;B1402719200000;Real Beleza;Jorge Furtado;Ficção;Casa De Cinema De Porto Alegre;RS;Globo Filmes/Guel Produtora;RJ/RJ;Elo Company;44;11208;147516,61
2015;B1301943500000;Rio Cigano;Julia Zakia;Ficção;Superfilmes;SP;-;-;Raiz Distribuidora;2;1230;12682
2015;B1402131500000;Romance Policial;Jorge Durán;Ficção;Deserto Filmes;RJ;-;-;Pandora Filmes;10;3567;45020,9
2015;B1500778300000;S.O.S Mulheres Ao Mar 2;Cris D'Amato;Ficção;Ananã Produções;RJ;Globo Filmes/Xanadu;RJ/RJ;Universal/Europa/Elo Company;464;1638272;21119066,91
2015;B1500740900000;Samba & Jazz;Jefferson Mello;Documentário;Tremè Produções Artísticas;RJ;Canal Brasil;RJ;Tremè Produções;10;1809;21657,66
2015;B1402237400000;Sangue Azul;Lírio Ferreira;Ficção;Drama Filmes/Lírio Ferreira;SP/-;Beluga Produções/Telecine;PE/RJ;Imovision;18;10044;122453,05
2015;B1402133100000;Se Deus Vier Que Venha Armado;Luis Dantas;Ficção;Plano Geral Produções;SP;-;-;Pandora Filmes;10;1703;21221,91
2015;B1500014400000;Sorria, Você Está Sendo Filmado - O Filme;Daniel Filho;Ficção;Lereby;RJ;-;-;H2O Films;89;39548;514528,72
2015;B1500091200000;Superpai;Pedro Amorim;Ficção;Querosene Filmes;SP;-;-;Universal;321;439410;5159394,63
2015;B1500071300000;Surfar É Coisa De Rico;Guga Sander;Documentário;Sentimental Filme;SP;Sentimental Etal;SP;Elo Company;2;102;1493,9
2015;B1500290200000;Terra Cabocla;Márcia Paraíso/Ralf Tambke;Documentário;Plural Filmes;SC;-;-;Plural Filmes Sul;1;318;4948,16
2015;B1500388000000;Território Do Brincar;David Reeks/Renata Meirelles;Documentário;Maria Farinha Filmes/Ludus Produção De Vídeos;SP/SP;-;-;Maria Farinha Filmes;14;5519;73782,88
2015;B1500855000000;Tomie Ohtake;Hélio Goldsztejn;Documentário;Tv Cultura;SP;-;-;Cultura;1;363;4432
2015;B1402215300000;Tudo Por Amor Ao Cinema;Aurélio Michelis;Documentário;Aurora Filmes/Imagem Ceuvagem;SP/SP;Olhar Imaginário;SP;Nossa Distribuidora;6;602;8333
2015;B1500150200000;Tudo Que Aprendemos Juntos;Sérgio Machado;Ficção;Gullane;SP;-;-;Fox;73;25816;303608
2015;B1402277500000;Tudo Que Deus Criou;André Da Costa Pinto;Ficção;Adriano Lirio/André Da Costa Pinto;RJ/PB;-;-;Pipa Produções;3;627;4644
2015;B1402326200000;Um Filme Francês;Cavi Borges;Ficção;Cavideo Produções;RJ;Canal Brasil;RJ;Livres Filmes;2;146;2205,35
2015;B1402229600000;Um Sonho Intenso;José Mariani;Documentário;Andaluz;RJ;-;-;Pansport;6;3449;37026,66
2015;B1500654500000;Vai Que Cola - O Filme;César Rodrigues;Ficção;Conspiração Filmes;RJ;-;-;H2O Films;651;3307837;41803908,21
2015;B1301949900000;Vai Vai: 80 Anos Nas Ruas;Fernando Capuano;Documentário;Blood Cine;SP;-;-;Ma7 Filmes;1;385;6253,61
2015;B1402831700000;Zirig Dum Brasília;André Luiz Oliveira;Documentário;Abr Filmes;DF;-;-;Abr Cine Vídeo;1;169;1328,08
2015;B1500585700000;Ídolo;Ricardo Calvet;Documentário;Remake Filmes;RJ;-;-;Nossa Distribuidora;13;606;7543,39
2015;B1500672000000;Órfãos Do Eldorado;Guilherme Coelho;Ficção;Matizar;RJ;Canal Brasil;RJ;Downtown;16;3163;39808,34
2015;B1500218600000;Últimas Conversas;Eduardo Coutinho;Documentário;Videofilmes;RJ;-;-;Espaço Filmes/Videofilmes;22;14498;187626,54
2016;B1600603300000;1976 - O Ano Da Invasão Corinthiana;Alexandre Boechat/Ricardo Aidar;Documentário;Canal Azul;SP;Espn Brasil;SP;Conexão Cultural;4;5944;53428,52
2016;B1600422600000;82 Minutos;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ;Canal Brasil;RJ;Comalt;2;159;2642,19
2016;B1500400500000;A Bruta Flor Do Querer;Andradina Azevedo/Dida Andrade;Ficção;Filmes Da Lata;SP;-;-;O2 Play;19;2929;34047,56
2016;B1402372600000;A Despedida;Marcelo Galvão;Ficção;Gatacine;SP;Canal Brasil;RJ;Gatacine;9;1641;23196,64
2016;B1600109600000;A Frente Fria Que A Chuva Traz;Neville D'Almeida;Ficção;República Pureza Filmes;RJ;Cooperativa Cinema & Mídias Digitais/Fabrica Imagem E Conteudo/Telecine/Mário Bortolotto;PR/RJ/RJ/-;Downtown/Paris;3;1695;26153,93
2016;B1600296800000;A Loucura Entre Nós;Fernanda Fontes Vareille;Documentário;Águas De Março Filmes;BA;-;-;Águas De Março Filmes;8;5190;64350,11
2016;B1402307700000;A Luneta Do Tempo;Alceu Valença;Ficção;Focus Films;RJ;Canal Brasil;RJ;Fênix Filmes;22;7370;80134
2016;B1600084400000;A Morte De J.P. Cuenca;João Paulo Cuenca;Ficção;Duas Mariola Filmes;RJ;João Paulo Cuenca/Canal Brasil;RJ/RJ;Dm Filmes;3;339;3547,1
2016;B1500404600000;A Vizinhança Do Tigre;Affonso Uchôa;Ficção;Affonso Uchôa;MG;Katásia Filmes;MG;Affonso Uchôa;11;1959;16904,19
2016;B1600275900000;Abaixando A Máquina 2 – No Limite Da Linha;Guillermo Planel;Documentário;Ponto De Equilíbrio Imagens;RJ;Canal Brasil;RJ;Ponto De Equilíbrio;1;390;2828,49
2016;B1600032100000;Amor Em Sampa;Carlos Alberto Riccelli/Kim Riccelli;Ficção;Pulsar Cinema;SP;Coração Da Selva/Globo Filmes;SP/RJ;Elo Company;81;12975;174081,35
2016;B1600070900000;Amores Urbanos;Vera Egito;Ficção;Paranoid Filmes;SP;Vera Egito;-;Europa;19;7570;123232,92
2016;B1600096000000;Apaixonados - O Filme;Paulo Fontenelle;Ficção;Total Entertainment;RJ;-;-;H2O Films;128;26445;338752,2
2016;B1600478600000;Aquarius;Kleber Mendonça Filho;Ficção;Cinemascópio;PE;Globo Filmes/Videofilmes/Maiomidia Comunicação;RJ/RJ/RJ;Vitrine Filmes;140;357024;5272250,55
2016;B1500711700000;Arminda Lopes — A Estética Além Da Dor;Luzimar Batista Stricher;Documentário;Stricher Comunicações;RS;-;-;Lança Filmes;1;91;723
2016;B1500873900000;Através Da Sombra;Walter Lima Junior;Ficção;Casa Forte Produções Artísticas/Cinelândia Produções;RJ/RJ;Globo Filmes/Telecine;RJ/RJ;Europa;22;6655;97221,51
2016;B1500392400000;Big Jato;Claudio Assis;Ficção;Perdidas Ilusões;PE;República Pureza Filmes/Canal Brasil;RJ/RJ;Arthouse;21;11528;149805,59
2016;B1500798600000;Boi Neon;Gabriel Mascaro;Ficção;Desvia;PE;Canal Brasil;RJ;Imovision;37;34761;410235,72
2016;B1600405900000;Br 716;Domingos De Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Canal Brasil;RJ;Pipoca & Filmes/Forte Filmes;11;10386;145579,73
2016;B1600750900000;Brasil Rico - Uma Discussão Sobre Prosperidade;Louise Sottomaior/Maílson Da Nóbrega;Documentário;Cultura Maior;SP;-;-;Cultura Maior;1;62;870,1
2016;B1500169500000;Brasil S/A;Marcelo Pedroso;Ficção;Símio Filmes;PE;Vilarejo Filmes;PE;Inquieta Cinema Cultura E Comunicação;17;2432;16899,8
2016;B1600342000000;Brasil: Dna África;Mônica Amorim Monteiro;Documentário;Cine Group;DF;Globo Filmes;RJ;Cine Group;3;698;5801,88
2016;B1500344800000;Campo Grande;Sandra Kogut;Ficção;Tambellini Filmes;RJ;Marola Filmes/Canal Brasil;RJ/RJ;Imovision;13;4854;66952,18
2016;B1500542500000;Canção Da Volta;Gustavo Rosa De Moura;Ficção;Lauper Films;SP;Mira Filmes;SP;Pandora Filmes;14;2404;34189,81
2016;B1600352700000;Carrossel 2 - O Sumiço De Maria Joaquina;Mauricio Eça;Ficção;Paris Produções;SP;-;-;Downtown/Paris;888;2525347;28590845,61
2016;B1600306000000;Charlote Sp;Frank Mora;Ficção;Frank Mora;SP;-;-;Raiz Distribuidora;9;432;6123,81
2016;B1600640900000;Cinema Novo;Eryk Rocha;Documentário;Aruac Produções/Coqueirão Pictures;RJ/RJ;Canal Brasil/Fm Produções;RJ/RJ;Vitrine Filmes;20;6958;90543,39
2016;B1600685500000;Coragem;Sebastião Braga;Documentário;Feel Filmes;SP;-;-;Boulevard Filmes;3;314;1833
2016;B1600651600000;Curumim;Marcos Prado;Documentário;Zazen Produções;RJ;Globosat/Globo Filmes/Horizonte;RJ/RJ/RJ;Zazen;13;2663;42132,53
2016;B1600529400000;Cícero Dias, O Compadre De Picasso;Vladimir Carvalho;Documentário;Com Domínio Filmes;RJ;Canal Brasil;RJ;Com Domínio Filmes;4;1206;17546,91
2016;B1600192300000;De Onde Eu Te Vejo;Luiz Villaça;Ficção;Bossa Nova Films;SP;Maiomidia Comunicação;RJ;Warner;79;32763;501934
2016;B1600599600000;Deixe-Me Viver;Clóvis Vieira;Ficção;Cv&F;SP;-;-;Cv&F;64;53837;724116,79
2016;B1600648800000;Dentro Da Caixinha;Guilherme Reis;Ficção;Postura Digital;MG;-;-;Cineart Filmes;3;1601;17491,5
2016;B1600454400000;Desculpe O Transtorno;Tomas Portella;Ficção;Gullane;SP;-;-;Disney;323;153234;1935131
2016;B1600012800000;Do Pó Da Terra;Maurício Nahas;Documentário;Notorious Films;SP;-;-;O2 Play;12;1357;19172,65
2016;B1402633700000;Ela Volta Na Quinta;André Novais Oliveira;Ficção;Filmes De Plástico;MG;-;-;Vitrine Filmes;10;1668;18130,71
2016;B1600680100000;Elis;Hugo Prata;Ficção;Bravura Cinematográfica;SP;Globo Filmes/Academia De Filmes/Maiomidia Comunicação;RJ/SP/RJ;Downtown/Paris;282;559896;8493069,23
2016;B1600107600000;Em Nome Da Lei;Sergio Rezende;Ficção;Morena Filmes;RJ;Maiomidia Comunicação;RJ;Fox;389;226978;3196720
2016;B1600355900000;Entre Idas E Vindas;José Eduardo Belmonte;Ficção;Film Noise;SP;Imagem/Acere/Alex Gabassi Serviços;SC/SP/SP;Imagem;293;109698;1535091,72
2016;B1600305100000;Epidemia De Cores;Mário Eugênio Saretta;Documentário;Mário Eugênio Saretta;RS;-;-;Lança Filmes;3;1556;16442,33
2016;B1600064700000;Espaço Além - Marina Abramovic E O Brasil;Marco Del Fiol;Documentário;Casa Redonda Produções;SP;-;-;Elo Company;17;20147;318116,34
2016;B1500865900000;Estive Em Lisboa E Lembrei De Você;José Barahona;Ficção;Refinaria Filmes;RJ;Mutuca Filmes;RJ;Tucumán;9;3834;40132,9
2016;B1402818800000;Eu Sou Carlos Imperial;Renato Terra/Ricardo Calil;Documentário;Afinal Filmes;RJ;-;-;Bretz Filmes/Videofilmes;8;3187;48018,21
2016;B1402091800000;Exilados Do Vulcão;Paula Gaitán;Ficção;Aruac Produções/Franco Produções E Filmes;RJ/RJ;Paula Gaitán;-;Livres Filmes;6;1208;10739,23
2016;B1500636700000;Fome;Cristiano Burlan;Ficção;Bela Filmes;SP;-;-;Vitrine Filmes;11;1193;14813,44
2016;B1500699400000;Futuro Junho;Maria Augusta Ramos;Documentário;Nofoco Filmes;RJ;-;-;Arthouse;4;392;3129,49
2016;B1600736900000;Galinha Pintadinha Mini Na Telona;Juliano Prado/Marcos Luporini;Animação;Bromelia Produções;SP;-;-;Flix Media;172;24832;358359,07
2016;B1500405100000;Geraldinos;Pedro Asbeg/Renato Martins;Documentário;Jacqueline Filmes/Palmares Produções E Jornalismo;RJ/RJ;-;-;Jacqueline Filmes/Livres Filmes;5;478;6344,44
2016;B1600116800000;Glauco Do Brasil;Zeca Brito;Documentário;Anti Filmes/Boulevard Filmes;RS/SP;-;-;Boulevard Filmes;4;241;1951
2016;B1500496500000;Hector;Edu Felistoque;Ficção;Felistoque Filmes;SP;Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes;RJ/SP/SP/SP;Polifilmes;2;150;1180
2016;B1500283900000;Henry Kayath: O Homem E Seu Tempo;Regina Jehá;Documentário;Lauper Films;SP;-;-;Lauper;1;18;282,73
2016;B1600476600000;Hestórias Da Psicanálise - Leitores De Freud;Francisco Ronald;Documentário;Cabelo Duro;SP;-;-;Espaço Filmes;22;10716;161799,88
2016;B1301956300000;Histórias De Alice;Oswaldo Caldeira;Ficção;Oswaldo Caldeira Produções Cinematográficas;RJ;-;-;Pipa Produções;3;392;4791,27
2016;B1301798200000;Invasores;Marcelo Freitas Toledo De Melo;Ficção;Raiz Produções;SP;-;-;Raiz Distribuidora;3;475;3953
2016;B1600187400000;Jaime Lerner - Uma História De Sonhos;Carlos Deiró;Documentário;Deiro Filmes;PR;-;-;Pandora Filmes;3;408;5512,25
2016;B1600421600000;Jonas;Lô Politi;Ficção;Lô Politi;SP;Mastershot Produções/Rede Record De Televisão;SP/SP;Elite Filmes;15;1421;18896,65
2016;B1600564300000;Lua Em Sagitário;Márcia Paraíso;Ficção;Plural Filmes;SC;Canal Brasil;RJ;Elo Company;21;3223;35577,36
2016;B1600442200000;Magal E Os Formigas;Michael Ruman/Newton Cannito;Ficção;Moonshot Pictures;SP;Globo Filmes/Xanadu;RJ/RJ;Europa;17;849;11512,14
2016;B1600294500000;Mais Forte Que O Mundo - A História De José Aldo;Afonso Poyart;Ficção;Black Maria/Paris Entretenimento;SP/SP;Globo Filmes/O2 Filmes;RJ/SP;Downtown/Paris;403;565916;7793731,83
2016;B1402855900000;Maresia;Marcos Guttmann;Ficção;Solar Filmes;RJ;Passaro Films/Canal Brasil/Guiza Produções Audiovisuais;RJ/RJ/RJ;E.H. Produções;8;891;10153,18
2016;B1600624200000;Marginal;Alex Miranda/Pedro Caldas;Documentário;Trator Filmes;SP;Globo Filmes;RJ;Trator Filmes;2;114;1520,34
2016;B1600314300000;Marias;Joana Mariani;Documentário;Primo Filmes;SP;-;-;Vitrine Filmes;17;1708;22312,56
2016;B1500651700000;Mate-Me Por Favor;Anita Rocha Da Silveira;Ficção;Bananeira Filmes;RJ;Imovision;SP;Imovision;46;9873;116368,43
2016;B1600280000000;Menino 23 - Infâncias Perdidas No Brasil;Belisario Franca;Documentário;Giros;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;12;7102;94626,8
2016;B1600033400000;Meu Amigo Hindu;Hector Babenco;Ficção;Hb Filmes;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Europa;44;24044;377955,3
2016;B1600200900000;Meu Nome É Jacque;Angela Zoé;Documentário;Documenta Filmes;RJ;Globo Filmes;RJ;Documenta Produções;1;515;4627,77
2016;B1600382500000;Miller & Fried - As Origens Do País Do Futebol;Luiz Ferraz;Documentário;Olé Produções;SP;Globo Filmes;RJ;Olé Produções;2;240;3155,83
2016;B1600716500000;Minha Mãe É Uma Peça 2;César Rodrigues;Ficção;Diamondback;RJ;Migdal Filmes/Downtown Filmes/Globo Filmes/Paris Filmes/Xanadu;RJ/RJ/RJ/SP/RJ;Downtown/Paris;1125;9235184;124687721,82
2016;B1600716200000;Muleque Té Doido 2: A Lenda De Dom Sebastião;Erlanes Duarte;Ficção;Rafaela Gonçalves;MA;-;-;Rafaela Gonçalves;17;69753;893822,57
2016;B1500661200000;Mundo Cão;Marcos Jorge;Ficção;Zencrane Filmes;SP;Migdal Filmes/Globo Filmes/Lereby;RJ/RJ/RJ;Downtown/Paris;91;19670;287574,9
2016;B1402347100000;Mundo Deserto De Almas Negras;Ruy Veridiano;Ficção;Heavybunker;SP;-;-;Heavy Bunker;4;533;8447,55
2016;B1600416100000;Mãe Só Há Uma;Anna Muylaert;Ficção;África Filmes;SP;Dezenove Som E Imagens/Canal Brasil;SP/RJ;Vitrine Filmes;51;33461;434613,08
2016;B1600656600000;Nascida De Novo;Mary Grace Hughes;Ficção;Mary Grace Hughes;SP;Fabio Da Silva Leme/Bless Filmes/Starcine Audiovideo Produções;-/MG/MG;Maria Da Graça Hughes;5;3049;40147
2016;B1500257400000;Nervos De Aço;Maurice Capovilla;Ficção;Saturna Produções;RJ;Canal Brasil/Atama Filmes;RJ/RS;Livres Filmes;1;127;2042,07
2016;B1402652900000;Nise - O Coração Da Loucura;Roberto Berliner;Ficção;Tv Zero Cinema/Tv Zero Produções;RJ/RJ;-;-;Imagem;80;154238;2227284,34
2016;B1600109200000;No Vermelho;Marcelo Reis;Documentário;Blest - Bagulium Loquo Est;MG;Postura Digital;MG;Blest;1;238;2160
2016;B1600047500000;Nos Passos Do Mestre;André Marouço;Documentário;Mundo Maior Filmes;SP;-;-;Vitrine Filmes;19;26655;350408,88
2016;B1500899000000;Nós Duas Descendo A Escada;Fabiano De Souza;Ficção;Rainer Cine;RS;-;-;Lança Filmes;6;1438;18085,44
2016;B1600585600000;O Amor De Catarina;Gil Baroni;Ficção;Beija Flor Filmes;PR;-;-;Europa;69;4457;54173,47
2016;B1600690400000;O Amor No Divã;Alexandre Reinecke;Ficção;Tortuga Studios;SP;-;-;Vitrine Filmes;42;4607;63300,48
2016;B1402130700000;O Ardor;Pablo Fendrik;Ficção;Bananeira Filmes;RJ;-;-;Imagem;3;234;3710,42
2016;B1600227000000;O Caseiro;Julio Santi;Ficção;Nexus Cinema;SP;Urano Films;SP;Europa;61;11856;153425,65
2016;B1600094200000;O Começo Da Vida;Estela Renner;Documentário;Maria Farinha Filmes;SP;-;-;Maria Farinha Filmes;32;35194;234170,91
2016;B1600041400000;O Diabo Mora Aqui;Dante Vescio/Rodrigo Gasparini;Ficção;Marlucco Visão;SP;-;-;Pandora Filmes;5;1055;18558,64
2016;B1600100300000;O Escaravelho Do Diabo;Carlo Milani;Ficção;Dezenove Som E Imagens;SP;Globo Filmes/Lereby/Telecine;RJ/RJ/RJ;Downtown/Paris;363;82634;1024437,54
2016;B1600713100000;O Filho Eterno;Paulo Machline;Ficção;Camisa Treze Cultural;SP;Globo Filmes/Guel Produtora;RJ/RJ;Sony;60;22007;348365,26
2016;B1402235800000;O Gigantesco Imã;Petrônio Lorena/Tiago Scorza;Documentário;Mont Serrat Filmes;PE;Aiuru Filmes/Nosotros & Los Demás Produções Artísticas;RJ/PE;Inquieta Cinema Cultura E Comunicação;6;390;2776
2016;B1301988900000;O Mestre E O Divino;Tiago Campos;Documentário;Vídeo Nas Aldeias;PE;-;-;Livres Filmes;7;728;7703,95
2016;B1500837400000;O Outro Lado Do Paraíso;André Ristum;Ficção;Mercado Filmes;DF;Geração Editorial/Sombumbo Filmes/Sincrocine/Telecine/Canal Brasil;SP/SP/RJ/RJ/RJ;Europa;21;7331;94102,19
2016;B1600408200000;O Roubo Da Taça;Caito Ortiz;Ficção;Prodigo Films;SP;-;-;Downtown/Paris;192;30209;397360,64
2016;B1600567900000;O Shaolin Do Sertão;Halder Gomes;Ficção;Atc Entretenimentos;CE;Globo Filmes/Telecine/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;187;610741;7973943,72
2016;B1500150300000;O Signo Das Tetas;Frederico Machado;Ficção;Lume Filmes;MA;-;-;Lume Produções Cinematográficas;6;373;4125,65
2016;B1600500300000;O Silêncio Do Céu;Marco Dutra;Ficção;Camisa Treze Cultural;SP;Canal Brasil;RJ;Vitrine Filmes;25;11236;142259,09
2016;B1500452100000;O Touro;Larissa Figueiredo;Documentário;Sto Lat Filmes;PR;-;-;Cazumbá Filmes;4;247;2635,08
2016;B1600710700000;O Vendedor De Sonhos;Jayme Monjardim;Ficção;Filmland Internacional;SP;-;-;Warner;418;673269;9148523
2016;B1500897000000;O Último Virgem;Felipe Bretas/Rilson Baco;Ficção;Patota Produções;RJ;Kliky/Multiphocus Arte & Comunicação/Paramount Pictures Brasil;RJ/RJ/RJ;Downtown/Paris;340;126841;1587433,36
2016;B1600514100000;Olympia 2016;Rodrigo Mac Niven;Ficção;Rodrigo Mac Niven;RJ;-;-;Fênix Filmes;3;578;8598,65
2016;B1600036400000;Os Dez Mandamentos - O Filme;Alexandre Avancini;Ficção;Rede Record De Televisão;SP;-;-;Downtown/Paris;1127;11305479;116833026,88
2016;B1402391300000;Os Inimigos Da Dor;Arauco Hernández;Ficção;Primo Filmes;SP;-;-;Primo Filmes;3;312;3913
2016;B1600341800000;Os Outros;Sandra Werneck;Documentário;Cineluz Produções;RJ;-;-;Cineluz Produções;12;592;7139,27
2016;B1600280100000;Os Senhores Da Guerra;Tabajara Ruas;Ficção;Walper Ruas Produções;RS;-;-;Walper Ruas;18;5197;66005,52
2016;B1402524100000;Os Sonhos De Um Sonhador - A História De Frank Aguiar;Caco Milano;Ficção;Nation Filmes;SP;Caco Milano/Maristela Filmes;SP/SP;Elite Filmes;7;567;6306,56
2016;B1600602000000;Palmeiras, O Campeão Do Século;Kim Teixeira/Mauro Betting;Documentário;Canal Azul;SP;-;-;Conexão Cultural;8;5336;76393,14
2016;B1500177200000;Para Minha Amada Morta;Aly Muritiba;Ficção;Grafo Audiovisual;PR;-;-;Vitrine Filmes;35;7153;89674,13
2016;B1600358100000;Paratodos;Marcelo Mesquita;Documentário;Sala 12;SP;Barry Company;SP;O2 Play;14;3146;38233,51
2016;B1600294100000;Paulina;Santiago Mitre;Ficção;Videofilmes;RJ;-;-;Esfera Produções;19;15324;209170,77
2016;B1600530200000;Pequeno Segredo;David Schurman;Ficção;Schurmann Filmes;SP;Ocean Films/Instituto Kat Schurmann;SC/SC;Diamond Films;259;187055;2801967,64
2016;B1600494700000;Ponho A Mão No Fogo;André Amado;Ficção;2A Produções;RJ;-;-;2A Produções;1;59;320
2016;B1600264400000;Ponto Zero;José Pedro Goulart;Ficção;Mínima;RS;Okna Produções;RS;Pandora Filmes;17;8247;115856,26
2016;B1600368700000;Porta Dos Fundos - Contrato Vitalício;Ian Sbf;Ficção;Porta Dos Fundos;RJ;Telecine;RJ;Downtown/Paris;515;454569;6208337,13
2016;B1600517400000;Precisamos Falar Do Assédio;Paula Sacchetta;Documentário;Mira Filmes;SP;-;-;Mira Filmes;1;241;2042,63
2016;B1500399400000;Prova De Coragem;Roberto Gervitz;Ficção;M. Schmiedt Produções;RS;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Europa/Vinny Filmes;60;12147;167481,2
2016;B1500562100000;Quanto Tempo O Tempo Tem;Adriana Dutra;Documentário;Inffinito;RJ;-;-;Infinito Produções;10;5955;82195,08
